Team,In Refine,In Dev,In Test,Ready For Dev,Ready For Test,Ready For Accept
ACADIA,23.09,32.75,7.98,34.93,0.98,0.04
ACADIA,57.98,0.00,0.00,32.05,0.00,0.00
ACADIA,57.98,0.00,0.00,23.99,0.00,0.00
ACADIA,0.00,0.89,0.00,65.15,11.97,0.00
ACADIA,23.09,13.01,12.95,26.68,0.00,1.31
ACADIA,4.97,14.26,4.23,37.06,7.69,0.76
ACADIA,0.00,0.80,9.05,36.22,16.99,2.16
ACADIA,0.00,0.98,18.67,35.04,1.02,9.53
ACADIA,4.97,14.82,7.25,31.89,0.02,0.72
ACADIA,0.00,27.78,0.00,20.12,0.00,0.01
ACADIA,40.94,5.15,0.00,0.00,0.00,0.82
ACADIA,33.00,12.15,0.00,0.89,0.00,0.87
ACADIA,0.00,6.22,5.10,30.99,3.73,0.20
ACADIA,1.81,22.95,2.19,4.19,0.90,3.28
ACADIA,0.00,2.07,4.03,23.96,10.79,0.91
ACADIA,0.00,4.05,3.03,25.97,0.06,0.12
ACADIA,4.97,5.09,3.08,15.19,0.63,2.96
ACADIA,18.02,7.04,3.11,0.92,1.96,0.12
ACADIA,0.00,10.02,0.97,18.03,0.09,0.77
ACADIA,0.00,0.07,4.13,22.06,0.70,2.83
ACADIA,0.00,0.00,0.00,28.57,0.00,1.13
ACADIA,0.00,1.16,0.18,25.94,0.84,0.80
ACADIA,14.92,6.04,1.90,1.78,0.11,4.15
ACADIA,8.88,1.87,1.80,16.06,0.09,0.04
ACADIA,0.00,1.18,2.31,21.09,3.37,0.08
ACADIA,10.93,0.07,4.80,9.25,0.81,2.09
ACADIA,20.07,2.89,0.08,0.14,3.78,0.04
ACADIA,1.79,6.98,11.20,2.35,3.75,0.72
ACADIA,0.00,21.29,3.36,0.99,0.60,0.02
ACADIA,4.00,7.09,4.35,8.01,0.83,0.77
ACADIA,18.01,0.78,0.02,1.13,4.97,0.02
ACADIA,0.00,0.32,0.18,22.90,0.70,0.02
ACADIA,0.00,22.03,0.79,0.00,0.21,0.12
ACADIA,2.14,0.00,0.00,20.20,0.00,0.00
ACADIA,0.00,4.34,0.00,9.88,7.61,0.00
ACADIA,0.02,5.99,0.00,15.09,0.00,0.00
ACADIA,0.00,10.87,7.16,0.01,2.99,0.05
ACADIA,2.98,1.04,0.15,9.19,4.73,1.89
ACADIA,0.00,4.91,0.00,12.10,0.02,2.05
ACADIA,0.00,2.98,7.10,7.91,0.95,0.13
ACADIA,0.00,11.73,0.00,7.16,0.00,0.02
ACADIA,11.83,1.03,1.83,0.31,0.79,3.02
ACADIA,0.09,4.00,13.38,0.00,0.76,0.13
ACADIA,3.04,0.01,0.12,8.15,5.68,0.91
ACADIA,0.00,2.32,2.19,6.99,2.61,0.05
ACADIA,0.00,0.04,1.34,11.35,0.53,0.67
ACADIA,0.00,4.63,5.91,0.38,1.01,0.91
ACADIA,0.00,0.31,10.06,0.08,0.63,1.91
ACADIA,0.00,3.00,0.00,9.75,0.00,0.00
ACADIA,1.11,1.18,5.80,3.93,0.10,0.01
ACADIA,0.00,4.17,0.00,5.00,2.81,0.08
ACADIA,0.00,0.00,0.00,11.03,0.00,0.00
ACADIA,0.00,0.15,1.15,5.96,0.82,2.83
ACADIA,0.00,2.86,0.00,0.00,7.04,0.02
ACADIA,0.00,8.02,0.11,0.98,0.00,0.11
ACADIA,0.00,2.03,6.27,0.00,0.00,0.73
ACADIA,0.00,0.00,0.00,0.04,0.04,0.14
ACADIA,0.00,8.89,0.00,0.00,0.00,0.03
ACADIA,0.00,2.76,3.16,1.20,0.03,1.75
ACADIA,0.00,0.18,0.07,0.01,5.79,2.23
ACADIA,0.00,1.86,0.68,5.17,0.31,0.04
ACADIA,0.00,2.27,0.00,0.97,0.75,4.01
ACADIA,0.00,0.89,0.00,2.33,3.82,0.13
ACADIA,0.00,0.00,0.00,1.27,0.69,5.21
ACADIA,0.00,0.00,0.00,1.27,0.69,5.21
ACADIA,0.00,4.55,0.00,0.00,2.36,0.05
ACADIA,0.00,0.79,0.94,5.15,0.00,0.03
ACADIA,0.00,2.07,0.00,4.02,0.02,0.00
ACADIA,0.00,0.98,4.94,0.00,0.00,0.09
ACADIA,0.00,0.00,2.87,0.00,0.00,3.13
ACADIA,0.00,0.87,0.00,4.00,0.03,0.25
ACADIA,0.00,1.06,1.00,0.00,0.00,0.92
ACADIA,0.00,0.00,2.15,0.00,0.00,0.00
ACADIA,0.00,0.02,0.06,0.00,0.66,0.99
ACADIA,0.00,0.00,0.98,0.00,0.00,0.12
ACADIA,0.00,0.00,1.06,0.00,0.00,0.00
ACADIA,0.02,0.00,0.00,0.76,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
